0,0.580645161261
0.025,0.201850135925
0.05,0
0.075,0.0322580645271
0.1,0.261659876762
0.125,0.580645161261
0.15,0.85975728524
0.175,1
0.2,0.967741935473
0.225,0.799947544404
0.25,0.580645161261
0.275,0.401215938752
0.3,0.322580645158
0.325,0.354838709685
0.35,0.461025679588
0.375,0.580645161261
0.4,0.660391482414
0.425,0.677419354842
0.45,0.645161290315
0.475,0.600581741578
0.5,0.580645161261
0.525,0.600581741578
0.55,0.645161290315
0.575,0.677419354842
0.6,0.660391482414
0.625,0.580645161261
0.65,0.461025679588
0.675,0.354838709685
0.7,0.322580645158
0.725,0.401215938752
0.75,0.580645161261
0.775,0.799947544404
0.8,0.967741935473
0.825,1
0.85,0.85975728524
0.875,0.580645161261
0.9,0.261659876762
0.925,0.0322580645271
0.95,0
0.975,0.201850135925
1,0.580645161261
