0.56,0.228571428571,0.55,0.51968503937,0.373626373626,0.692307692308,0.131757966344
0.54,0,0,0,0.461538461538,0.769230769231,0.249731471536
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.923076923077,0.607948442535
1,0.5,0.95,0.444881889764,0.857142857143,0.923076923077,0.634622269961
0.54,1,0.95,0.535433070866,0.857142857143,0.0769230769231,0.00268528464017
0.52,0.785714285714,0.55,0.405511811024,0.648351648352,0.461538461538,0.0519155030433
0,0,0.55,0.370078740157,0.461538461538,0.923076923077,0.664697457931
0.54,0.5,0.55,1,0.032967032967,0.384615384615,0.0354457572503
1,0.5,0.95,0.444881889764,0.857142857143,0,0.00125313283208
0.56,0.228571428571,0.55,0.51968503937,0.373626373626,0.307692307692,0.0220193340494
0.54,0.557142857143,0.55,0.0905511811024,1,0.538461538462,0.0587182241318
0.52,0.542857142857,0,0.0669291338583,0.461538461538,0.846153846154,0.369137128536
0.54,0.557142857143,0.55,0.0905511811024,1,0.153846153846,0.00644468313641
0.54,0,0,0,0.461538461538,0.461538461538,0.0365198711063
0,1,0.55,0.562992125984,0.461538461538,0.384615384615,0.0329394915861
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.384615384615,0.0397422126745
1,0,0.55,0.370078740157,0.461538461538,0.846153846154,0.489258861439
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.538461538462,0.0730397422127
0.54,0,0.9625,0.346456692913,0.857142857143,0.384615384615,0.0279269602578
1,1,0.55,0.562992125984,0.461538461538,0.0769230769231,0.00304332259219
0.52,0.785714285714,0.55,0.405511811024,0.648351648352,0.538461538462,0.077694235589
0.54,0.5,0.55,1,0.032967032967,0.769230769231,0.233977801647
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.384615384615,0.0350877192982
1,0,0.55,0.370078740157,0.461538461538,0.230769230769,0.016290726817
0.54,0,0,0,0.461538461538,0.153846153846,0.00608664518439
0.54,0,0.525,0.342519685039,0.472527472527,0.692307692308,0.134264232009
0.54,0.542857142857,0.55,0.464566929134,0.483516483516,0.384615384615,0.0324024346581
1,0.5,0.95,0.444881889764,0.857142857143,0.615384615385,0.0995345506624
0.54,1,0.95,0.535433070866,0.857142857143,0.307692307692,0.0220193340494
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.461538461538,0.0551378446115
1,0.5,0.95,0.444881889764,0.857142857143,0.538461538462,0.0671321160043
0.52,0.542857142857,0,0.0669291338583,0.461538461538,0.461538461538,0.0438596491228
0,0.5,0.5375,0.464566929134,0.461538461538,0.769230769231,0.227354099535
0.54,0,0.9625,0.346456692913,0.857142857143,0.615384615385,0.0789473684211
0.54,0,0,0,0.461538461538,0.923076923077,0.739885427855
1,0,0.55,0.370078740157,0.461538461538,0.384615384615,0.0345506623702
0,1,0.55,0.562992125984,0.461538461538,0.461538461538,0.0506623702112
0.54,0.557142857143,0.55,0.0905511811024,1,0.384615384615,0.0282849982098
0.56,0.228571428571,0.55,0.51968503937,0.373626373626,1,0.949874686717
0,0.5,0.95,0.444881889764,0.857142857143,0.153846153846,0.0078768349445
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.461538461538,0.0504833512352
0.54,0,0.9625,0.346456692913,0.857142857143,1,0.987468671679
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.615384615385,0.104010025063
0.54,0.542857142857,0.55,0.464566929134,0.483516483516,0.307692307692,0.0209452201933
0.54,1,0,0.55905511811,0,0.615384615385,0.107232366631
1,1,0.55,0.562992125984,0.461538461538,0.230769230769,0.0128893662728
0.54,1,0.95,0.535433070866,0.857142857143,0.923076923077,0.568564267812
0,0.5,0.95,0.444881889764,0.857142857143,0.384615384615,0.031328320802
0.56,0.228571428571,0.55,0.51968503937,0.373626373626,0.461538461538,0.0443967060508
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.769230769231,0.228965270319
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.692307692308,0.143573218761
0.54,0.485714285714,0.95,0.448818897638,0.879120879121,0.384615384615,0.0350877192982
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0,0.00340136054422
1,1,0.55,0.562992125984,0.461538461538,1,0.921768707483
0.54,0.557142857143,0.55,0.0905511811024,1,0.846153846154,0.377372001432
0.52,0.785714285714,0.55,0.405511811024,0.648351648352,0.615384615385,0.103472968135
0.54,1,0.95,0.535433070866,0.857142857143,0.230769230769,0.0128893662728
1,1,0.55,0.562992125984,0.461538461538,0.307692307692,0.0230934479055
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.307692307692,0.0243465807376
0,1,0.55,0.562992125984,0.461538461538,0.153846153846,0.00590762620838
0,1,0.55,0.562992125984,0.461538461538,0.230769230769,0.0110991765127
0.54,1,0.95,0.535433070866,0.857142857143,0.615384615385,0.112781954887
0.54,1,0,0.55905511811,0,0.923076923077,0.545470819907
0,0,0.55,0.370078740157,0.461538461538,0.307692307692,0.0214822771214
0.54,1,0,0.55905511811,0,0.230769230769,0.0112781954887
0.54,0,0,0,0.461538461538,0.538461538462,0.0486931614751
0.52,0.542857142857,0,0.0669291338583,0.461538461538,0.307692307692,0.0193340494092
0,1,0.55,0.562992125984,0.461538461538,0.615384615385,0.110812746151
0,1,0.55,0.562992125984,0.461538461538,1,0.911743644826
0,0.5,0.5375,0.464566929134,0.461538461538,0.384615384615,0.0325814536341
0.52,0.785714285714,0.55,0.405511811024,0.648351648352,0.923076923077,0.538489079842
1,0,0.55,0.370078740157,0.461538461538,0.153846153846,0.0103831006087
0.54,0,0.525,0.342519685039,0.472527472527,0.846153846154,0.428750447547
1,1,0.55,0.562992125984,0.461538461538,0.692307692308,0.185284640172
0,0.5,0.5375,0.464566929134,0.461538461538,1,0.926602219835
0.56,0.228571428571,0.55,0.51968503937,0.373626373626,0.538461538462,0.0615825277479
1,1,0.55,0.562992125984,0.461538461538,0.846153846154,0.414249910491
1,0.5,0.5375,0.464566929134,0.461538461538,1,0.992302184032
1,0.5,0.5375,0.464566929134,0.461538461538,0.846153846154,0.43179377014
0,1,0.55,0.562992125984,0.461538461538,0.538461538462,0.077515216613
1,0.5,0.95,0.444881889764,0.857142857143,0.846153846154,0.41245972073
0.54,0.485714285714,0.95,0.448818897638,0.879120879121,0.307692307692,0.0243465807376
0.54,0,0.525,0.342519685039,0.472527472527,0.538461538462,0.0551378446115
0.54,0,0.525,0.342519685039,0.472527472527,0.230769230769,0.0134264232009
0,0.5,0.5375,0.464566929134,0.461538461538,0.230769230769,0.0123523093448
0.54,0,0,0,0.461538461538,0.307692307692,0.0179018976011
0,0.5,0.5375,0.464566929134,0.461538461538,0.153846153846,0.00698174006445
1,0,0.55,0.370078740157,0.461538461538,0.615384615385,0.0973863229502
0.54,0.5,0.55,1,0.032967032967,0.615384615385,0.0989974937343
0.54,0.5,0.55,1,0.032967032967,0.153846153846,0.00984604368063
0.52,0.785714285714,0.55,0.405511811024,0.648351648352,0.692307692308,0.143752237737
0.54,0,0,0,0.461538461538,0.692307692308,0.128535624776
0.56,0.228571428571,0.55,0.51968503937,0.373626373626,0.384615384615,0.031328320802
0.54,0.457142857143,1,0.842519685039,0.483516483516,0.307692307692,0.0279269602578
0,1,0.55,0.562992125984,0.461538461538,0.307692307692,0.0200501253133
0.54,0,0.525,0.342519685039,0.472527472527,0.307692307692,0.0204081632653
0.54,0,0.9625,0.346456692913,0.857142857143,0.461538461538,0.0386680988185
0,0.5,0.95,0.444881889764,0.857142857143,0.846153846154,0.374149659864
0.54,0.485714285714,0.95,0.448818897638,0.879120879121,0,0.00340136054422
0.54,1,0.95,0.535433070866,0.857142857143,0.538461538462,0.0796634443251
0,0,0.55,0.370078740157,0.461538461538,0,0.00143215180809
0.54,0.557142857143,0.55,0.0905511811024,1,0,0.000537056928034
0.52,0.628571428571,0.025,0.452755905512,0.032967032967,0.538461538462,0.0712495524526
0,0.5,0.95,0.444881889764,0.857142857143,0.615384615385,0.094163981382
1,0,0.55,0.370078740157,0.461538461538,0.769230769231,0.291800930899
0.54,0.557142857143,0.55,0.0905511811024,1,0.307692307692,0.0187969924812
0.54,0,0.525,0.342519685039,0.472527472527,0,0.0016111707841
0.54,1,0,0.55905511811,0,1,0.835123523093
0.54,0.542857142857,0.55,0.464566929134,0.483516483516,0.692307692308,0.127998567848
0,0,0.55,0.370078740157,0.461538461538,0.230769230769,0.0137844611529
0.54,0.5,0.55,1,0.032967032967,0.307692307692,0.0232724668815
0,0.5,0.5375,0.464566929134,0.461538461538,0.615384615385,0.0966702470462
0.54,0,0,0,0.461538461538,0.615384615385,0.0691013247404
0.54,1,0.95,0.535433070866,0.857142857143,1,0.843537414966
0,0.5,0.5375,0.464566929134,0.461538461538,0.461538461538,0.0494092373792
0.54,0.542857142857,0.55,0.464566929134,0.483516483516,0.615384615385,0.0891514500537
0,0,0.55,0.370078740157,0.461538461538,0.846153846154,0.421410669531
0.54,0,0,0,0.461538461538,0.230769230769,0.0110991765127
0,1,0.55,0.562992125984,0.461538461538,0.846153846154,0.365198711063
0.54,0.557142857143,0.55,0.0905511811024,1,0.0769230769231,0.00286430361618
0.54,0,0.9625,0.346456692913,0.857142857143,0.307692307692,0.0196920873613
