0.0000000000,0.0000000000
1.0000000000,0.8813735870
2.0000000000,1.4436354752
3.0000000000,1.8184464592
4.0000000000,2.0947125473
5.0000000000,2.3124383413
6.0000000000,2.4917798526
7.0000000000,2.6441207611
8.0000000000,2.7764722807
9.0000000000,2.8934439859
10.0000000000,2.9982229503
11.0000000000,3.0931021951
12.0000000000,3.1797854377
13.0000000000,3.2595725563
14.0000000000,3.3334775869
15.0000000000,3.4023066455
16.0000000000,3.4667110379
17.0000000000,3.5272244562
18.0000000000,3.5842896519
19.0000000000,3.6382779622
20.0000000000,3.6895038690
21.0000000000,3.7382360303
22.0000000000,3.7847057631
23.0000000000,3.8291136516
24.0000000000,3.8716347564
25.0000000000,3.9124227656
26.0000000000,3.9516133361
27.0000000000,3.9893268058
28.0000000000,4.0256704159
29.0000000000,4.0607401432
30.0000000000,4.0946222243
31.0000000000,4.1273944293
32.0000000000,4.1591271346
33.0000000000,4.1898842314
34.0000000000,4.2197238980
35.0000000000,4.2486992612
36.0000000000,4.2768589645
37.0000000000,4.3042476582
38.0000000000,4.3309064255
39.0000000000,4.3568731517
40.0000000000,4.3821828481
41.0000000000,4.4068679351
42.0000000000,4.4309584921
43.0000000000,4.4544824771
44.0000000000,4.4774659217
45.0000000000,4.4999331043
46.0000000000,4.5219067036
47.0000000000,4.5434079364
48.0000000000,4.5644566808
49.0000000000,4.5850715857
50.0000000000,4.6052701710
51.0000000000,4.6250689163
52.0000000000,4.6444833419
53.0000000000,4.6635280819
54.0000000000,4.6822169500
55.0000000000,4.7005630002
56.0000000000,4.7185785812
57.0000000000,4.7362753863
58.0000000000,4.7536644991
59.0000000000,4.7707564352
60.0000000000,4.7875611800
61.0000000000,4.8040882242
62.0000000000,4.8203465957
63.0000000000,4.8363448892
64.0000000000,4.8520912935
65.0000000000,4.8675936168
66.0000000000,4.8828593097
67.0000000000,4.8978954870
68.0000000000,4.9127089471
69.0000000000,4.9273061910
70.0000000000,4.9416934391
71.0000000000,4.9558766472
72.0000000000,4.9698615214
73.0000000000,4.9836535315
74.0000000000,4.9972579244
75.0000000000,5.0106797356
76.0000000000,5.0239238006
77.0000000000,5.0369947654
78.0000000000,5.0498970961
79.0000000000,5.0626350883
80.0000000000,5.0752128754
81.0000000000,5.0876344370
82.0000000000,5.0999036060
83.0000000000,5.1120240761
84.0000000000,5.1239994084
85.0000000000,5.1358330373
86.0000000000,5.1475282772
87.0000000000,5.1590883270
88.0000000000,5.1705162765
89.0000000000,5.1818151105
90.0000000000,5.1929877137
91.0000000000,5.2040368753
92.0000000000,5.2149652932
93.0000000000,5.2257755775
94.0000000000,5.2364702550
95.0000000000,5.2470517718
96.0000000000,5.2575224977
97.0000000000,5.2678847283
98.0000000000,5.2781406890
99.0000000000,5.2882925373
100.0000000000,5.2983423656
